branch_id,from_bus_id,to_bus_id,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type,interconnect
3492,2894,2991,0.001291,0.011598,0.06302,618.57,0,0,0.0,0.0,1,0,0,136.66,-13.17,-136.43,8.43,0,0,0,0,Line,Eastern
3493,2936,2895,0.003981,0.017206,0.0052,202.48,0,0,0.0,0.0,1,0,0,-59.91,0.99,60.05,-0.99,0,0,0,0,Line,Eastern
3494,2895,2981,0.004485,0.02156,0.00491,201.74,0,0,0.0,0.0,1,0,0,59.53,7.94,-59.39,-7.75,0,0,0,0,Line,Eastern
3496,2897,2901,0.000202,0.001114,0.0,0.0,0,0,0.0,0.0,1,0,0,30.63,2.03,-30.62,-2.02,0,0,0,0,Line,Eastern
3497,2897,3237,0.001386,0.012122,0.01599,523.64,0,0,0.0,0.0,1,0,0,-65.58,-9.65,65.64,8.42,0,0,0,0,Line,Eastern
3498,2897,3341,0.000831,0.006631,0.08121,522.74,0,0,0.0,0.0,1,0,0,-35.26,9.74,35.27,-18.39,0,0,0,0,Line,Eastern
3500,2898,2905,0.001813,0.006511,0.00402,187.97,0,0,0.0,0.0,1,0,0,40.57,-2.14,-40.54,1.81,0,0,0,0,Line,Eastern
3501,2949,2898,0.002559,0.012064,0.0019,180.06,0,0,0.0,0.0,1,0,0,-29.57,-5.35,29.59,5.25,0,0,0,0,Line,Eastern
3503,2975,2902,0.009551,0.030087,0.0028,122.77,0,0,0.0,0.0,1,0,0,-0.28,9.11,0.28,-9.39,0,0,0,0,Line,Eastern
3504,2902,3279,0.003868,0.018297,0.0037,162.93,0,0,0.0,0.0,1,0,0,-16.72,1.55,16.73,-1.9,0,0,0,0,Line,Eastern
3505,2903,2904,0.00023,0.001025,0.0,0.0,0,0,0.0,0.0,1,0,0,16.44,2.04,-16.43,-2.04,0,0,0,0,Line,Eastern
3506,2956,2903,0.001636,0.006359,0.00233,182.04,0,0,0.0,0.0,1,0,0,31.68,-3.78,-31.66,3.58,0,0,0,0,Line,Eastern
3507,2905,3215,0.001825,0.010128,0.0039,161.31,0,0,0.0,0.0,1,0,0,17.35,-5.95,-17.35,5.57,0,0,0,0,Line,Eastern
3509,2906,2910,0.000284,0.001131,0.0,0.0,0,0,0.0,0.0,1,0,0,59.52,10.84,-59.51,-10.8,0,0,0,0,Line,Eastern
3510,2906,2926,0.002909,0.030174,0.03518,463.86,0,0,0.0,0.0,1,0,0,7.46,5.08,-7.45,-8.88,0,0,0,0,Line,Eastern
3511,2906,2935,0.001907,0.016057,0.12832,598.84,0,0,0.0,0.0,1,0,0,-136.37,34.15,136.72,-45.08,0,0,0,0,Line,Eastern
3513,2971,2907,0.003022,0.01298,0.00325,189.18,0,0,0.0,0.0,1,0,0,-44.14,-3.28,44.2,3.17,0,0,0,0,Line,Eastern
3514,3022,2907,0.004871,0.021469,0.0073,171.68,0,0,0.0,0.0,1,0,0,-25.11,-1.21,25.13,0.54,0,0,0,0,Line,Eastern
3516,2911,2923,0.008637,0.038068,0.02211,138.73,0,0,0.0,0.0,1,0,0,-7.53,6.37,7.54,-8.71,0,0,0,0,Line,Eastern
3517,2911,4322,0.001397,0.007853,0.02642,160.08,0,0,0.0,0.0,1,0,0,-17.95,-13.69,17.96,10.86,0,0,0,0,Line,Eastern
3518,2912,2913,0.000213,0.001171,0.0,0.0,0,0,0.0,0.0,1,0,0,19.65,12.48,-19.65,-12.47,0,0,0,0,Line,Eastern
3519,2912,2922,0.001039,0.005134,0.01596,166.87,0,0,0.0,0.0,1,0,0,-23.77,-27.19,23.78,25.52,0,0,0,0,Line,Eastern
3520,2912,3006,0.002437,0.010843,0.01185,130.37,0,0,0.0,0.0,1,0,0,4.11,14.71,-4.11,-15.96,0,0,0,0,Line,Eastern
3521,2915,2914,0.000217,0.015525,0.0,903.69,0,0,1.0,0.0,1,0,0,-317.21,-5.06,317.41,19.5,0,0,0,0,Transformer,Eastern
3522,2939,2914,0.000355,0.005541,0.64855,2685.46,0,0,0.0,0.0,1,0,0,317.74,-45.91,-317.41,-19.5,0,0,0,0,Line,Eastern
3523,2916,2915,0.001017,0.046751,0.0,284.95,0,0,1.0,0.0,1,0,0,-111.22,1.94,111.33,3.42,0,0,0,0,Transformer,Eastern
3524,2915,2920,0.000297,0.001183,0.0,0.0,0,0,0.0,0.0,1,0,0,38.62,3.55,-38.62,-3.54,0,0,0,0,Line,Eastern
3525,2915,2921,0.000255,0.001,0.0,0.0,0,0,0.0,0.0,1,0,0,167.25,-1.92,-167.19,2.18,0,0,0,0,Line,Eastern
3527,2916,2962,0.003005,0.013479,0.02283,196.81,0,0,0.0,0.0,1,0,0,51.85,-3.62,-51.77,1.5,0,0,0,0,Line,Eastern
3528,2916,3290,0.002913,0.01487,0.007,183.35,0,0,0.0,0.0,1,0,0,40.84,8.51,-40.79,-9.02,0,0,0,0,Line,Eastern
3529,2916,3972,0.003778,0.016999,0.00584,160.35,0,0,0.0,0.0,1,0,0,18.53,-6.82,-18.52,6.25,0,0,0,0,Line,Eastern
3532,3295,2921,0.000629,0.005865,0.02324,598.82,0,0,0.0,0.0,1,0,0,-114.98,65.23,115.09,-66.79,0,0,0,0,Line,Eastern
3533,2921,4324,0.000665,0.005954,0.02026,509.11,0,0,0.0,0.0,1,0,0,52.1,64.61,-52.06,-66.41,0,0,0,0,Line,Eastern
3534,2922,2997,0.001802,0.009099,0.00693,184.34,0,0,0.0,0.0,1,0,0,-40.68,-37.02,40.73,36.52,0,0,0,0,Line,Eastern
3535,2923,2945,0.015955,0.05123,0.02018,173.97,0,0,0.0,0.0,1,0,0,-28.61,13.32,28.76,-15.0,0,0,0,0,Line,Eastern
3536,2923,2987,0.005691,0.027198,0.00683,161.14,0,0,0.0,0.0,1,0,0,16.64,-9.9,-16.62,9.26,0,0,0,0,Line,Eastern
3537,4201,2923,0.001103,0.004396,0.0122,144.65,0,0,0.0,0.0,1,0,0,7.63,-0.74,-7.63,-0.57,0,0,0,0,Line,Eastern
3538,2924,2929,0.004829,0.016484,0.00702,142.22,0,0,0.0,0.0,1,0,0,-7.75,-4.91,7.76,4.17,0,0,0,0,Line,Eastern
3539,2985,2924,0.001831,0.009428,0.00808,169.86,0,0,0.0,0.0,1,0,0,-22.25,-2.85,22.26,2.02,0,0,0,0,Line,Eastern
3540,3951,2924,0.001831,0.009183,0.00222,176.97,0,0,0.0,0.0,1,0,0,29.51,0.44,-29.49,-0.61,0,0,0,0,Line,Eastern
3541,2928,2925,0.009985,0.049152,0.00609,135.8,0,0,0.0,0.0,1,0,0,5.96,-1.08,-5.96,0.45,0,0,0,0,Line,Eastern
3542,2925,2945,0.006126,0.028403,0.01037,151.68,0,0,0.0,0.0,1,0,0,-12.88,-4.7,12.89,3.64,0,0,0,0,Line,Eastern
3543,2926,2927,0.001613,0.012814,0.0456,467.75,0,0,0.0,0.0,1,0,0,-11.38,0.59,11.39,-5.51,0,0,0,0,Line,Eastern
3544,2927,2947,0.001112,0.011603,0.04052,366.61,0,0,0.0,0.0,1,0,0,-31.34,35.9,31.36,-40.01,0,0,0,0,Line,Eastern
3545,2928,2945,0.004547,0.02448,0.00374,130.28,0,0,0.0,0.0,1,0,0,-2.85,-6.83,2.85,6.45,0,0,0,0,Line,Eastern
3546,2929,2930,0.000288,0.001053,0.0,0.0,0,0,0.0,0.0,1,0,0,16.63,14.87,-16.63,-14.87,0,0,0,0,Line,Eastern
3547,2936,2929,0.001857,0.009404,0.00236,230.2,0,0,0.0,0.0,1,0,0,87.54,8.78,-87.4,-8.36,0,0,0,0,Line,Eastern
3548,2929,2942,0.002694,0.013506,0.00513,184.05,0,0,0.0,0.0,1,0,0,36.8,0.26,-36.77,-0.64,0,0,0,0,Line,Eastern
3549,2931,2942,0.002056,0.008857,0.00167,123.5,0,0,0.0,0.0,1,0,0,-0.52,-4.95,0.52,4.77,0,0,0,0,Line,Eastern
3550,2953,2931,0.00272,0.010873,0.00229,186.31,0,0,0.0,0.0,1,0,0,36.39,2.99,-36.35,-3.11,0,0,0,0,Line,Eastern
3551,2931,2972,0.001756,0.007656,0.00164,171.65,0,0,0.0,0.0,1,0,0,24.43,5.18,-24.42,-5.31,0,0,0,0,Line,Eastern
3552,2932,2933,0.000237,0.001053,0.0,0.0,0,0,0.0,0.0,1,0,0,-19.42,15.95,19.42,-15.94,0,0,0,0,Line,Eastern
3554,2934,2939,0.000292,0.001089,0.0,0.0,0,0,0.0,0.0,1,0,0,-448.28,-25.28,448.82,27.31,0,0,0,0,Line,Eastern
3555,2934,2940,0.000225,0.001137,0.0,0.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Line,Eastern
3556,2936,2935,0.001748,0.086532,0.0,205.21,0,0,1.01875,0.0,1,0,0,-56.19,-17.54,56.24,20.4,0,0,0,0,Transformer,Eastern
3558,2952,2935,0.000824,0.007992,0.02664,680.59,0,0,0.0,0.0,1,0,0,-208.05,-0.17,208.38,0.51,0,0,0,0,Line,Eastern
3559,2935,2955,0.001812,0.015958,0.05728,606.28,0,0,0.0,0.0,1,0,0,120.71,-24.94,-120.46,20.96,0,0,0,0,Line,Eastern
3561,3272,2939,0.000283,0.005357,0.64627,2946.6,0,0,0.0,0.0,1,0,0,-595.21,44.88,596.15,-97.66,0,0,0,0,Line,Eastern
3562,2941,2951,0.002164,0.009874,0.00285,121.98,0,0,0.0,0.0,1,0,0,-1.51,-2.79,1.51,2.48,0,0,0,0,Line,Eastern
3563,2974,2941,0.002358,0.010898,0.00179,148.15,0,0,0.0,0.0,1,0,0,9.41,1.0,-9.41,-1.19,0,0,0,0,Line,Eastern
3564,2942,2943,0.000269,0.001047,0.0,0.0,0,0,0.0,0.0,1,0,0,10.92,1.39,-10.92,-1.39,0,0,0,0,Line,Eastern
3565,2944,2953,0.006336,0.033169,0.00377,147.63,0,0,0.0,0.0,1,0,0,-9.09,-2.57,9.1,2.19,0,0,0,0,Line,Eastern
3566,2944,2985,0.003316,0.016832,0.0032,131.3,0,0,0.0,0.0,1,0,0,-4.2,1.98,4.2,-2.32,0,0,0,0,Line,Eastern
3567,2945,4216,0.007774,0.030833,0.04452,201.85,0,0,0.0,0.0,1,0,0,-60.1,4.79,60.37,-8.51,0,0,0,0,Line,Eastern
3568,2946,3022,0.005606,0.026334,0.0061,158.25,0,0,0.0,0.0,1,0,0,-12.74,0.17,12.74,-0.79,0,0,0,0,Line,Eastern
3569,2946,4114,0.00213,0.010779,0.00406,137.12,0,0,0.0,0.0,1,0,0,4.04,-3.55,-4.04,3.12,0,0,0,0,Line,Eastern
3570,2947,2998,0.001861,0.014771,0.02919,546.25,0,0,0.0,0.0,1,0,0,61.57,22.63,-61.49,-25.15,0,0,0,0,Line,Eastern
3571,2972,2948,0.003867,0.019467,0.00236,171.66,0,0,0.0,0.0,1,0,0,23.6,-6.6,-23.57,6.45,0,0,0,0,Line,Eastern
3572,2948,2978,0.002985,0.012774,0.00263,134.56,0,0,0.0,0.0,1,0,0,4.87,-12.71,-4.87,12.44,0,0,0,0,Line,Eastern
3573,2949,2950,0.000253,0.001182,0.0,0.0,0,0,0.0,0.0,1,0,0,21.83,11.26,-21.82,-11.25,0,0,0,0,Line,Eastern
3574,2949,4218,0.004623,0.018493,0.00236,144.23,0,0,0.0,0.0,1,0,0,7.74,-5.91,-7.74,5.67,0,0,0,0,Line,Eastern
3575,2953,2952,0.0013,0.047094,0.0,259.55,0,0,1.00625,0.0,1,0,0,-87.66,-6.8,87.76,10.22,0,0,0,0,Transformer,Eastern
3576,2952,2954,0.000297,0.001113,0.0,0.0,0,0,0.0,0.0,1,0,0,38.66,22.34,-38.65,-22.32,0,0,0,0,Line,Eastern
3577,2955,2952,0.00095,0.008548,0.02899,482.07,0,0,0.0,0.0,1,0,0,-30.15,39.57,30.17,-42.49,0,0,0,0,Line,Eastern
3578,2952,2991,0.000722,0.007726,0.03271,520.44,0,0,0.0,0.0,1,0,0,51.46,20.76,-51.44,-24.05,0,0,0,0,Line,Eastern
3579,2972,2953,0.004593,0.013578,0.0015,189.6,0,0,0.0,0.0,1,0,0,-42.1,-1.56,42.18,1.62,0,0,0,0,Line,Eastern
3580,2956,2955,0.00175,0.064145,0.0,240.81,0,0,1.01875,0.0,1,0,0,-73.7,-26.08,73.8,29.83,0,0,0,0,Transformer,Eastern
3581,2955,2957,0.000295,0.001051,0.0,0.0,0,0,0.0,0.0,1,0,0,18.7,3.01,-18.7,-3.01,0,0,0,0,Line,Eastern
3582,3237,2955,0.000856,0.006992,0.02721,548.07,0,0,0.0,0.0,1,0,0,-87.75,-17.24,87.81,14.81,0,0,0,0,Line,Eastern
3583,3282,2955,0.000753,0.006232,0.04133,457.84,0,0,0.0,0.0,1,0,0,29.72,-38.31,-29.71,33.96,0,0,0,0,Line,Eastern
3584,2956,2978,0.001199,0.006907,0.00268,189.04,0,0,0.0,0.0,1,0,0,42.02,29.86,-41.99,-29.98,0,0,0,0,Line,Eastern
3585,2959,3279,0.002346,0.008935,0.02304,150.7,0,0,0.0,0.0,1,0,0,-11.81,-1.64,11.82,-0.82,0,0,0,0,Line,Eastern
3586,4476,2959,0.004518,0.018366,0.00545,122.88,0,0,0.0,0.0,1,0,0,0.28,1.72,-0.28,-2.3,0,0,0,0,Line,Eastern
3587,3345,2960,0.002091,0.009163,0.00886,141.21,0,0,0.0,0.0,1,0,0,3.98,-1.71,-3.98,0.76,0,0,0,0,Line,Eastern
3588,2960,4476,0.002615,0.014109,0.0026,135.28,0,0,0.0,0.0,1,0,0,-8.11,-1.77,8.11,1.5,0,0,0,0,Line,Eastern
3589,3006,2961,0.003597,0.012435,0.00187,153.96,0,0,0.0,0.0,1,0,0,14.4,-0.39,-14.4,0.21,0,0,0,0,Line,Eastern
3590,2961,4322,0.001871,0.009375,0.00305,175.65,0,0,0.0,0.0,1,0,0,-29.71,-32.01,29.75,31.85,0,0,0,0,Line,Eastern
3591,2962,2963,0.0002,0.001033,0.0,0.0,0,0,0.0,0.0,1,0,0,30.38,9.04,-30.37,-9.03,0,0,0,0,Line,Eastern
3592,2962,3000,0.001263,0.00639,0.00261,170.31,0,0,0.0,0.0,1,0,0,22.03,0.31,-22.02,-0.56,0,0,0,0,Line,Eastern
3593,3002,2962,0.002459,0.010027,0.00426,135.19,0,0,0.0,0.0,1,0,0,0.64,10.4,-0.64,-10.85,0,0,0,0,Line,Eastern
3594,2964,2965,0.000283,0.001157,0.0,0.0,0,0,0.0,0.0,1,0,0,-17.88,-2.89,17.88,2.9,0,0,0,0,Line,Eastern
3595,2965,3296,0.001621,0.008769,0.00149,183.15,0,0,0.0,0.0,1,0,0,-37.68,-15.81,37.7,15.78,0,0,0,0,Line,Eastern
3596,3712,2965,0.000519,0.002606,0.00232,161.07,0,0,0.0,0.0,1,0,0,-19.8,-13.15,19.8,12.91,0,0,0,0,Line,Eastern
3597,2966,3021,0.004464,0.020433,0.01165,154.91,0,0,0.0,0.0,1,0,0,-14.63,3.83,14.64,-5.04,0,0,0,0,Line,Eastern
3598,2966,3946,0.000857,0.005211,0.00108,163.34,0,0,0.0,0.0,1,0,0,-21.52,-12.64,21.52,12.55,0,0,0,0,Line,Eastern
3599,2967,4342,0.006088,0.028352,0.00389,164.82,0,0,0.0,0.0,1,0,0,21.23,13.08,-21.2,-13.34,0,0,0,0,Line,Eastern
3600,2967,4374,0.000951,0.004555,0.00152,184.1,0,0,0.0,0.0,1,0,0,-39.11,-15.38,39.12,15.29,0,0,0,0,Line,Eastern
3601,3680,2968,0.002597,0.012927,0.00343,148.9,0,0,0.0,0.0,1,0,0,-12.69,1.81,12.69,-2.17,0,0,0,0,Line,Eastern
3602,2968,4374,0.001622,0.007833,0.00148,169.03,0,0,0.0,0.0,1,0,0,-25.19,0.52,25.2,-0.63,0,0,0,0,Line,Eastern
3603,2969,3002,0.001211,0.007207,0.00272,161.38,0,0,0.0,0.0,1,0,0,-21.88,-28.33,21.9,28.12,0,0,0,0,Line,Eastern
3604,2969,3016,0.001586,0.008768,0.00176,122.8,0,0,0.0,0.0,1,0,0,-4.02,3.09,4.02,-3.28,0,0,0,0,Line,Eastern
3605,2969,3677,0.003257,0.016051,0.0104,98.85,0,0,0.0,0.0,1,0,0,4.4,14.56,-4.39,-15.64,0,0,0,0,Line,Eastern
3606,2970,3004,0.001728,0.008562,0.0042,142.76,0,0,0.0,0.0,1,0,0,-5.81,-9.35,5.81,8.91,0,0,0,0,Line,Eastern
3607,2970,3370,0.001864,0.010174,0.00323,108.39,0,0,0.0,0.0,1,0,0,-2.18,6.1,2.18,-6.44,0,0,0,0,Line,Eastern
3608,3007,2971,0.002648,0.009236,0.00176,175.28,0,0,0.0,0.0,1,0,0,-29.19,0.51,29.21,-0.63,0,0,0,0,Line,Eastern
3609,2973,2974,0.000247,0.001186,0.0,0.0,0,0,0.0,0.0,1,0,0,-18.71,-5.3,18.71,5.3,0,0,0,0,Line,Eastern
3610,2978,2974,0.003086,0.012646,0.00312,175.55,0,0,0.0,0.0,1,0,0,28.15,6.06,-28.12,-6.3,0,0,0,0,Line,Eastern
3611,2975,3416,0.002562,0.010584,0.00474,162.72,0,0,0.0,0.0,1,0,0,-18.43,-14.01,18.45,13.55,0,0,0,0,Line,Eastern
3612,2976,3283,0.003611,0.017645,0.00382,161.37,0,0,0.0,0.0,1,0,0,-14.62,-10.89,14.64,10.53,0,0,0,0,Line,Eastern
3613,2977,2978,0.00024,0.001162,0.0,0.0,0,0,0.0,0.0,1,0,0,-18.71,-11.47,18.71,11.47,0,0,0,0,Line,Eastern
3614,2979,2980,0.000244,0.001068,0.0,0.0,0,0,0.0,0.0,1,0,0,11.19,1.26,-11.19,-1.26,0,0,0,0,Line,Eastern
3615,2979,2990,0.00274,0.011021,0.00514,172.28,0,0,0.0,0.0,1,0,0,23.77,-5.28,-23.76,4.78,0,0,0,0,Line,Eastern
3616,2992,2979,0.004344,0.013473,0.00538,197.77,0,0,0.0,0.0,1,0,0,57.76,-9.48,-57.62,9.33,0,0,0,0,Line,Eastern
3617,2979,3418,0.009793,0.041748,0.01095,165.5,0,0,0.0,0.0,1,0,0,22.66,-5.31,-22.61,4.35,0,0,0,0,Line,Eastern
3618,2981,3010,0.002622,0.011695,0.00473,161.4,0,0,0.0,0.0,1,0,0,19.47,5.98,-19.46,-6.44,0,0,0,0,Line,Eastern
3619,2981,3951,0.004163,0.018481,0.02252,172.41,0,0,0.0,0.0,1,0,0,23.03,-1.9,-23.01,-0.45,0,0,0,0,Line,Eastern
3620,2982,4216,0.001787,0.009985,0.00194,182.23,0,0,0.0,0.0,1,0,0,33.92,-6.59,-33.9,6.49,0,0,0,0,Line,Eastern
3621,2983,2984,0.000285,0.001032,0.0,0.0,0,0,0.0,0.0,1,0,0,-10.97,-7.09,10.97,7.09,0,0,0,0,Line,Eastern
3622,4216,2984,0.003211,0.014639,0.00221,194.03,0,0,0.0,0.0,1,0,0,-48.2,12.39,48.27,-12.29,0,0,0,0,Line,Eastern
3623,2985,2986,0.000266,0.001118,0.0,0.0,0,0,0.0,0.0,1,0,0,18.05,5.17,-18.05,-5.17,0,0,0,0,Line,Eastern
3624,2987,2988,0.000293,0.0011,0.0,0.0,0,0,0.0,0.0,1,0,0,23.55,11.66,-23.55,-11.65,0,0,0,0,Line,Eastern
3625,2987,3414,0.01603,0.066647,0.01151,141.45,0,0,0.0,0.0,1,0,0,-6.93,5.31,6.94,-6.5,0,0,0,0,Line,Eastern
3626,2989,2990,0.000286,0.001151,0.0,0.0,0,0,0.0,0.0,1,0,0,-25.22,-3.13,25.22,3.14,0,0,0,0,Line,Eastern
3627,2990,3000,0.011378,0.049153,0.00621,150.88,0,0,0.0,0.0,1,0,0,12.48,-5.32,-12.46,4.73,0,0,0,0,Line,Eastern
3628,2990,3006,0.007975,0.042536,0.00975,158.46,0,0,0.0,0.0,1,0,0,16.36,-6.36,-16.34,5.43,0,0,0,0,Line,Eastern
3629,3020,2990,0.005132,0.023864,0.00572,174.19,0,0,0.0,0.0,1,0,0,30.35,-4.17,-30.3,3.76,0,0,0,0,Line,Eastern
3631,2991,2995,0.000291,0.001001,0.0,0.0,0,0,0.0,0.0,1,0,0,17.16,2.57,-17.16,-2.57,0,0,0,0,Line,Eastern
3632,3376,2991,0.001698,0.015562,0.03117,564.5,0,0,0.0,0.0,1,0,0,-85.85,34.2,85.99,-36.31,0,0,0,0,Line,Eastern
3634,2992,3417,0.003017,0.011554,0.00478,179.33,0,0,0.0,0.0,1,0,0,26.92,2.72,-26.89,-3.15,0,0,0,0,Line,Eastern
3636,2997,2996,0.001729,0.070009,0.0,232.46,0,0,1.05,0.0,1,0,0,-68.9,-48.77,69.02,53.81,0,0,0,0,Transformer,Eastern
3637,2996,2998,0.000269,0.001149,0.0,0.0,0,0,0.0,0.0,1,0,0,-69.02,-53.81,69.04,53.89,0,0,0,0,Line,Eastern
3638,3009,2998,0.000621,0.005881,0.01638,357.0,0,0,0.0,0.0,1,0,0,7.56,27.04,-7.55,-28.74,0,0,0,0,Line,Eastern
3639,2999,3000,0.000208,0.001014,0.0,0.0,0,0,0.0,0.0,1,0,0,-20.17,-2.19,20.17,2.19,0,0,0,0,Line,Eastern
3640,3006,3000,0.000965,0.004618,0.00161,157.75,0,0,0.0,0.0,1,0,0,-14.31,6.2,14.31,-6.36,0,0,0,0,Line,Eastern
3641,3002,3001,0.000857,0.037801,0.0,315.12,0,0,1.05,0.0,1,0,0,-120.13,-87.17,120.32,95.68,0,0,0,0,Transformer,Eastern
3642,3001,3003,0.000215,0.001066,0.0,0.0,0,0,0.0,0.0,1,0,0,-120.32,-95.68,120.37,95.92,0,0,0,0,Line,Eastern
3643,3004,3002,0.001825,0.008262,0.00216,196.42,0,0,0.0,0.0,1,0,0,-47.5,-15.15,47.54,15.1,0,0,0,0,Line,Eastern
3644,3002,3418,0.002482,0.011977,0.00484,156.95,0,0,0.0,0.0,1,0,0,17.64,17.35,-17.62,-17.8,0,0,0,0,Line,Eastern
3645,3003,4198,0.001491,0.011613,0.0589,613.6,0,0,0.0,0.0,1,0,0,-120.37,-95.92,120.7,92.2,0,0,0,0,Line,Eastern
3646,3004,3005,0.000253,0.001083,0.0,0.0,0,0,0.0,0.0,1,0,0,41.69,6.24,-41.68,-6.22,0,0,0,0,Line,Eastern
3647,3007,3008,0.000235,0.001017,0.0,0.0,0,0,0.0,0.0,1,0,0,23.57,2.37,-23.57,-2.36,0,0,0,0,Line,Eastern
3648,3007,3665,0.014376,0.076417,0.01211,134.45,0,0,0.0,0.0,1,0,0,5.62,-2.88,-5.62,1.61,0,0,0,0,Line,Eastern
3649,4324,3009,0.000563,0.005278,0.01695,494.58,0,0,0.0,0.0,1,0,0,40.96,30.63,-40.94,-32.31,0,0,0,0,Line,Eastern
3650,3010,3020,0.008086,0.034695,0.02046,183.7,0,0,0.0,0.0,1,0,0,39.61,-5.08,-39.49,3.39,0,0,0,0,Line,Eastern
3651,3010,4216,0.006383,0.033014,0.00757,174.2,0,0,0.0,0.0,1,0,0,-27.97,9.83,28.02,-10.37,0,0,0,0,Line,Eastern
3652,3012,3013,0.000271,0.001012,0.0,0.0,0,0,0.0,0.0,1,0,0,5.47,1.46,-5.47,-1.46,0,0,0,0,Line,Eastern
3653,3014,3015,0.000266,0.001013,0.0,0.0,0,0,0.0,0.0,1,0,0,41.51,2.61,-41.51,-2.6,0,0,0,0,Line,Eastern
3654,3014,3321,0.001563,0.006638,0.00566,141.27,0,0,0.0,0.0,1,0,0,-7.87,4.3,7.87,-4.89,0,0,0,0,Line,Eastern
3655,3705,3014,0.003213,0.015434,0.00565,178.93,0,0,0.0,0.0,1,0,0,33.68,6.48,-33.65,-6.91,0,0,0,0,Line,Eastern
3656,3016,3017,0.000295,0.001062,0.0,0.0,0,0,0.0,0.0,1,0,0,13.2,1.34,-13.2,-1.34,0,0,0,0,Line,Eastern
3657,3016,3290,0.002487,0.01282,0.00434,154.08,0,0,0.0,0.0,1,0,0,-17.22,1.94,17.23,-2.37,0,0,0,0,Line,Eastern
3658,3018,3019,0.000215,0.001019,0.0,0.0,0,0,0.0,0.0,1,0,0,21.06,7.06,-21.06,-7.05,0,0,0,0,Line,Eastern
3659,3418,3018,0.003896,0.016625,0.00422,154.21,0,0,0.0,0.0,1,0,0,19.82,11.9,-19.8,-12.27,0,0,0,0,Line,Eastern
3660,3018,3679,0.003355,0.008272,0.00783,137.32,0,0,0.0,0.0,1,0,0,-1.26,5.21,1.26,-6.05,0,0,0,0,Line,Eastern
3661,3021,3972,0.003241,0.014941,0.00148,168.33,0,0,0.0,0.0,1,0,0,-23.89,3.75,23.91,-3.83,0,0,0,0,Line,Eastern
3662,3023,3027,0.004766,0.022939,0.00826,174.8,0,0,0.0,0.0,1,0,0,-21.85,3.52,21.87,-4.31,0,0,0,0,Line,Eastern
3663,3159,3023,0.00467,0.023255,0.00622,157.57,0,0,0.0,0.0,1,0,0,-7.46,5.11,7.47,-5.77,0,0,0,0,Line,Eastern
3664,3024,3025,0.000234,0.001051,0.0,0.0,0,0,0.0,0.0,1,0,0,16.81,6.48,-16.81,-6.48,0,0,0,0,Line,Eastern
3665,3027,3024,0.005515,0.021135,0.00276,161.36,0,0,0.0,0.0,1,0,0,10.36,3.25,-10.35,-3.52,0,0,0,0,Line,Eastern
3666,3177,3024,0.005971,0.030034,0.0124,148.29,0,0,0.0,0.0,1,0,0,6.46,1.63,-6.46,-2.96,0,0,0,0,Line,Eastern
3667,3027,3026,0.001312,0.0539,0.0,174.42,0,0,1.0,0.0,1,0,0,-32.23,1.06,32.24,-0.55,0,0,0,0,Transformer,Eastern
3668,3026,3028,0.000273,0.001177,0.0,0.0,0,0,0.0,0.0,1,0,0,22.45,7.79,-22.45,-7.79,0,0,0,0,Line,Eastern
3669,3047,3026,0.001762,0.01605,0.04762,601.42,0,0,0.0,0.0,1,0,0,123.98,10.86,-123.73,-13.74,0,0,0,0,Line,Eastern
3670,3026,3076,0.001565,0.014595,0.02393,531.73,0,0,0.0,0.0,1,0,0,69.04,6.49,-68.97,-8.42,0,0,0,0,Line,Eastern
3671,3029,3034,0.003827,0.018108,0.05974,142.66,0,0,0.0,0.0,1,0,0,-6.86,-1.06,6.87,-5.43,0,0,0,0,Line,Eastern
3672,3029,3170,0.004661,0.02514,0.01076,130.34,0,0,0.0,0.0,1,0,0,1.91,-0.27,-1.91,-0.9,0,0,0,0,Line,Eastern
3673,3030,3031,0.000293,0.001183,0.0,0.0,0,0,0.0,0.0,1,0,0,3.43,1.38,-3.43,-1.38,0,0,0,0,Line,Eastern
3674,3037,3030,0.008768,0.037677,0.00488,149.21,0,0,0.0,0.0,1,0,0,-3.8,4.24,3.81,-4.76,0,0,0,0,Line,Eastern
3675,3170,3032,0.006523,0.024941,0.00576,157.15,0,0,0.0,0.0,1,0,0,-5.45,-1.95,5.46,1.33,0,0,0,0,Line,Eastern
3676,3032,4164,0.004712,0.019778,0.01244,161.84,0,0,0.0,0.0,1,0,0,-10.88,-1.54,10.89,0.21,0,0,0,0,Line,Eastern
3677,4430,3032,0.000727,0.004048,0.00183,130.75,0,0,0.0,0.0,1,0,0,-0.8,0.52,0.8,-0.72,0,0,0,0,Line,Eastern
3678,3033,3034,0.000202,0.001158,0.0,0.0,0,0,0.0,0.0,1,0,0,-17.03,-5.62,17.03,5.62,0,0,0,0,Line,Eastern
3679,3034,3038,0.003809,0.016164,0.00411,168.37,0,0,0.0,0.0,1,0,0,-17.2,-0.63,17.21,0.23,0,0,0,0,Line,Eastern
